taxi_renavam,taxi_placa,taxi_chassi,taxi_modelo,taxi_marca,taxi_ano,taxi_status
46596672,BXQ9401,4AQ574UN87L150681,Illinois,Green,2005,0
72621097,ODE6023,8AK562HB69T139257,Massachusetts,Farmington,2001,1
14169152,NOZ6720,4SV214JL09X999191,Nevada,Mesa,2017,0
23611170,JGA7181,6KN598PZ25A386731,Kentucky,Connellsville,2015,1
73289824,UFJ7608,5BF591HJ47N194002,Massachusetts,Rocky,1999,1
52484785,RIV9328,2BP760TI25I782835,New,Temecula,2001,0
29219216,AOZ2490,0VP587NY98K689831,California,Middletown,2018,1
74171234,DSN4703,6JO473WV16L898445,Idaho,Connellsville,1991,0
57094315,PEW6561,6RK170AY12Q028242,South,Urbana,2000,0
26570250,XHL7302,7QS300YE00S259799,New,Half,2013,1
15098178,MUS9076,5BC217FH04J170101,Pennsylvania,Wahoo,2003,0
72122973,YUB4734,5KB992ZM80O994826,North,Barre,2015,0
46200685,CYQ2531,9DX298WG94M574884,Missouri,Valdosta,2007,1
46104132,OCC4202,1XC436EZ77Z446356,Ohio,Florence,2018,0
81228699,RAN7691,6VI294WO48L236674,Alabama,Nanticoke,2016,1
38788742,CDO8073,9XQ567QA10R150169,Massachusetts,Chino,2012,0
76451421,EPX1533,2EL671XF17D715940,New,York,2001,1
51308020,MDM0610,7YX976UE27G694064,Wyoming,San,1994,1
77376155,VAD2825,5HL942EK66F529171,Arkansas,Ada,2007,1
36430064,XEY2785,6KZ477VQ65M123181,West,Ocean,2017,0
45718444,LXM1518,2EQ899QP99H254601,Pennsylvania,Olympia,1995,0
76132409,KCW8383,6RK997TJ77Z718172,Rhode,Ogden,1995,1
78175469,MFQ0698,0DI383AX17X546651,Tennessee,Murray,1992,1
86882547,MQF1071,4BF746HC09C444973,Michigan,Milford,2002,1
59142439,PIP7359,0IF876EW52S795333,New,Erie,2003,0
68862776,WAU2503,7QR902VX86C993534,Georgia,New,1997,0
72095864,VBP2911,0WL188MM15U564736,Nevada,Biddeford,2004,1
83211435,QTD5568,9PX956WK90K025944,Vermont,Elizabeth,1991,0
70365585,INP5760,2BK007YD97L692002,Connecticut,Pendleton,2005,1
15281477,MTA7932,3AV991PH49P848201,Missouri,Farrell,2010,1
24896646,YTM4572,4ML067YO61P156419,New,Bradbury,2004,0
46348229,ZNQ4151,5FE003GA33O626933,Ohio,Knoxville,2001,0
14891188,CHV5059,0XY889MU00X575147,Louisiana,Sandy,2011,1
24789320,RMG9548,7WP078YK91U813931,Oregon,Hermosa,2008,1
45060800,GGX3947,3FU897OB63Q611630,Nevada,Hidden,1997,1
79603815,GHT2841,6DR957MO56L893474,Oregon,Laredo,2006,0
60844418,ANQ9700,1DQ464DE62G227715,Pennsylvania,Oro,2001,1
66843126,CVZ9371,5VW323KM59Z317908,Rhode,Moore,2010,0
31881500,IFK8651,1VW178EK41F085978,North,Signal,1992,0
67237651,DVP7315,3OU950BX08V701661,New,Latrobe,2003,0
70058888,QEY6309,1AB663NM73S227504,Maryland,Plantation,2006,0
52426734,ADH0749,3JE988TW23P799957,Tennessee,San,2008,0
47544471,VPV4640,6RU779GA87I351444,South,Redding,2017,0
78392818,YKN6280,1JU057GS56V139977,Vermont,Middlebury,2008,0
49124306,LZX9849,8QG561LV76V702902,Tennessee,Lawton,2012,1
44100990,ZHT5414,8EM177NL85H457676,Illinois,Mobile,1999,0
41032154,ZXU0423,3BO009JN44Y479254,Pennsylvania,Ontario,2017,1
25384404,OTD4730,4JW009WE26F881458,Virginia,Rosemead,2001,1
30113851,LSW7270,2WH319KL50B534824,Georgia,Midwest,2002,0
13797205,NEF1440,0JD256HY21G297169,Maryland,Chino,2018,1
26064945,KOJ2632,2HT921FZ28B534543,Kansas,Dixon,1991,1
83501533,XKM6402,3TC464YC84E952814,Utah,Jersey,2013,0
69410704,UKM8031,9AY523VR68M516370,New,Valparaiso,2006,1
27403646,LLY0082,5NB416UU90I991037,Idaho,East,1993,1
78072347,LZK4907,4ZN121WU47P477553,North,Lander,1998,0
22015390,EZU1043,4PS085GD49W075415,Colorado,Lawndale,2010,1
85584725,NQS9671,7BE603ZC29H691806,Ohio,Walla,2003,0
23349486,VBD8193,2UQ760SQ35W446007,Virginia,Port,1999,0
76558623,TYF5418,3QQ517WI51K500171,New,Winston-Salem,2002,0
49037735,RYS0189,3LZ740UN98Q044145,Texas,Idaho,2013,0
57186726,OYS8971,4HG682ZZ70Y725270,Nevada,Ketchikan,2000,1
47112627,FCW8449,2YO019PO44Z043500,Louisiana,Fallon,1998,1
27780427,PKV9314,3XC649IL22I823845,Alabama,Nashville,2015,0
34772511,JDO1343,6HP561AF21X225945,New,Placentia,1997,0
59759280,KVG4308,1AA316GH30V818811,New,Lynn,1994,1
71796120,XVK7959,2UJ598GK57G584866,Montana,Bangor,1994,0
61500414,DIO9236,2VE554VY26L520499,Washington,Connellsville,2015,0
85647536,GHV4249,8FA023LK32M789142,Iowa,Springfield,2002,0
19059546,UVI6105,1ZU273DQ02R103912,Nebraska,Gardner,1995,1
20561544,XWP5486,1SC084JC43M771601,Idaho,Altoona,2003,1
25986016,MSF5129,1UP519NF94Y888800,Nebraska,Caguas,2000,1
54833401,ILR8037,1IE287YY84Z609902,Delaware,Saipan,2013,0
73587378,BEU2165,0AV532EA68S756582,Florida,Arcadia,2012,1
65990682,GXY5967,6XT609HA94V185533,Nebraska,Barrow,2007,1
34091194,YOV5942,6BK523FY34Q248785,New,Delta,2017,1
33548970,QTG2765,0IT354ZG84Q236105,Minnesota,Lewiston,2008,1
31247930,OSU1244,0TL792KP24X101843,New,Blacksburg,2007,1
18425176,DRH8352,0GL956BM84F216969,New,Jeffersonville,1997,0
83443857,QGW4999,0NW835JW72T117070,Michigan,Belleville,2008,1
25287094,UJW9824,0QQ301GG27M067389,Rhode,Moline,1993,0
24213868,XCF0342,4TY259SR92T687229,Maine,Paramount,2009,0
31942909,RBU9351,1CM021BA69Y698003,Arizona,Ada,2013,0
72285456,YQN3098,8LX303ZO91D364040,Missouri,Uniontown,2019,1
81161052,OSC6978,9LW248CA56B388999,California,Lakewood,2003,0
15959782,ANJ5404,0KA966YN04S277069,Kansas,Duncan,1995,1
49110904,PIY8016,3BG297GR82T067112,Texas,Chico,2015,1
15755296,VVG3904,4UP163ZA98A200015,Nevada,Utica,1990,1
31343402,RZN6652,2LO417NE03I932045,Mississippi,Murrieta,1995,1
32678752,MCS3424,9VH796HO08V417660,Washington,Saint,2003,0
65542095,DGL2743,1IH868QY78K321390,Arkansas,Idaho,2013,1
66847493,NJH8003,2IH699UG96O913088,Minnesota,Half,2011,0
63620303,IVK5696,4OU383UT11V043558,Georgia,Bandon,2007,0
81176161,OPB6568,7OJ332BB58S376337,West,West,2017,1
75058222,EVT1404,5XL374BX14P100552,Illinois,Miami,2017,1
87516713,JHN9322,4DM519PB23C197544,District,Quincy,2007,0
27338675,NBS1519,7JZ930KI60X509676,Tennessee,Pendleton,2018,0
44169928,EOT7759,8HG293QP70U317484,Connecticut,Modesto,2012,0
72344809,INQ2587,0AI159ON14V513188,Michigan,El,2008,1
44433621,VRB6652,7FJ421RB26F389603,Alaska,Jefferson,2016,1
32154102,MXU4472,8VX845YK04Q306472,Massachusetts,Rohnert,2006,0
67204624,BED4331,5QM878EC55K819441,Vermont,Plano,1995,0
50157726,SFN5719,2ET732VA13V591258,Kansas,Palo,2016,0
64800021,GJN0645,3CE422TX08U836157,Arizona,Palos,1997,0
26419424,RNB7148,2TI440AU45U966876,Louisiana,Bradbury,2011,0
41976517,KJN5176,9VA557OT64V478881,Alabama,Woodward,2018,1
77064185,PQS8895,4AT710OW91S823046,Indiana,Rolling,2007,1
36669266,YMA4905,5CO043BY70X734405,Georgia,Hermosa,2008,0
17013508,OHC0073,6CU336ES30X311752,New,Danville,2010,1
83070843,ONI3130,9XH154RB04J265056,Delaware,Jeffersontown,2000,1
13848466,ZUG3456,1IM547OK67G840437,Vermont,Atlanta,2009,0
81475851,COT8619,2XC727AL90H196987,Vermont,Ketchikan,1993,0
79954711,PTQ5003,2YW224FH94G521805,Texas,Holyoke,2012,0
74330705,LCU9651,7FV892CJ99P051449,Virginia,Nogales,2011,1
32531072,KUB4040,7NY493GB29P004310,New,Michigan,2009,0
33767115,NOV0926,1FK588ZH30M033722,Utah,Fulton,2010,0
58841314,APJ3719,5VU161HK34Z947987,Minnesota,Mobile,2012,1
77161615,FPX0987,3TP388SJ71N563929,Wyoming,Milford,2015,1
17582005,MDQ6201,0MW705BX64W219515,District,Baton,2002,1
31591283,VPW8726,6WI852OO14R436755,Massachusetts,South,2000,1
18977630,FHA7807,2CQ346KG09O199129,Iowa,Charlotte,2008,1
47494098,ONF9799,7OG215CO87N183428,Pennsylvania,La,2001,0
49236932,BAU5077,0NE415ER24H576102,Tennessee,St.,1993,1
20322971,LJA1181,6YX902XA81Z910415,Iowa,Meadville,2003,0
69329461,FKZ2265,9OO108YS14T127885,Utah,Laramie,2005,0
27428283,LWH9508,7MY845HR30N628809,Connecticut,Pittsfield,1998,1
41329734,NWZ4551,8KW127SP77J394230,Indiana,Kalispell,1994,1
52782680,YUD6141,8ZT255CV64R443101,Kentucky,West,2017,0
57690280,TLU3336,5VF238XA57U364404,Oregon,Hagerstown,2008,1
61692361,DDV8412,3UT585DH39S523431,Michigan,Anchorage,2009,1
78446728,CBV8153,6NF758TD52R599474,South,Fargo,2016,0
85948688,PXW5452,2OP107TK13J946433,Missouri,El,1999,0
44050974,LIL4702,9HJ763DT49B570174,Delaware,Macomb,2011,1
73499724,JNB8692,6LG554MF82C539559,Iowa,Hastings,1993,0
52749013,ILG0038,7QM354SE13L444243,Colorado,Charleston,2009,1
60327686,TZX3596,0DO244NN88W487393,Illinois,Billings,1998,0
29419866,INW7237,2TD503GU53T820549,Ohio,Moore,1999,1
26331706,GTK4993,5BF995CF93Y843056,Oregon,Victoria,2006,0
68144687,OEY1558,8AF800PK69G429128,Pennsylvania,Farmington,1995,1
59828165,RNU7396,8QI459WN91G978125,South,Holyoke,2009,1
80090587,ADC6176,1KU571NU04I906650,Louisiana,New,2012,0
24030839,NLR1032,3KU240EJ06Y808979,Arkansas,Harrisburg,1995,1
31016713,UYZ7117,5SD305BS39O680129,District,Rehoboth,2017,1
52807739,JJA6600,0BV657SQ96Y436088,Oregon,Azusa,2000,0
55676096,JHI6472,3VZ282VD66C842920,Missouri,Vincennes,2003,1
24588641,TGG8540,2LK954UH97X364493,Illinois,St.,2018,1
51152076,JFC8304,1MG113XM44Q272024,New,Dodge,1998,0
86487906,VQL9753,8GT593HF07K175041,Vermont,Milwaukee,2004,1
44996503,XNU8767,2UW987UQ00V020415,Rhode,Coatesville,1994,0
48335699,SPK1086,4KE561VN99A520230,Alabama,Santa,2002,0
83105044,IDY1239,9UH564WX04S993084,Nevada,Pendleton,2009,0
67170516,YVC5172,2KG378GM68T604696,Georgia,Alamogordo,1992,0
48218099,JEP1628,1WF668SJ75S041224,Alabama,Gary,2017,0
40158770,EJC4979,4JF370OL78N120302,Nebraska,Commerce,1995,0
48292707,XAQ0201,1DZ338NG50Z933048,South,Gainesville,1994,1
73466476,QLN1548,4RF040NA48C397189,Missouri,Rancho,1992,0
67574203,SIK7463,5AB025XX63F408168,Maine,Manassas,2018,0
19504658,OFA6116,5FR161SB63G535205,New,Princeton,1996,1
39614728,DGJ1343,3MC441GA52A269253,Indiana,Lockport,2017,1
40684357,LWY1523,8UA624SW90W661191,Mississippi,Williston,1993,0
76474273,EWU8449,1MX411AJ01V632480,New,Santa,1995,0
19369705,XKX3235,7GQ139NS96O748632,Vermont,Kenosha,2003,1
44923968,YDW5128,2XJ681XB38N059335,Kentucky,Belpre,2007,0
44221290,EEK2172,3ZM883HN80I737801,Pennsylvania,Grambling,2002,1
75313552,KIN3313,3YY487GL47K505091,Illinois,Fall,2008,0
13386256,JVR5888,4RL903WH37U676309,Hawaii,Chicopee,2008,1
44695018,KUG3681,1LZ517IP65X434383,Mississippi,Fort,2019,1
27483350,RMC4024,0JB438RR07A288430,West,Kemmerer,1995,0
83147987,JEV3521,5YF964YN20M781475,Washington,Reading,1993,0
18728295,QZA6131,4LO536PU78P555374,Connecticut,Akron,2001,1
45510624,OCS1716,5OZ087WZ28Y635224,New,Nampa,1997,1
67768789,OKA3987,9NF159PP03M371005,Vermont,Uniontown,2004,1
78797224,AAA9419,0XV964CA28P563996,Massachusetts,Elmira,2006,0
41340055,MSG4098,6RA065YR87X943624,Alaska,Cary,1998,0
48735119,NUR4229,8SL149RL67P954024,Minnesota,Las,2001,0
63265511,KOF3450,8VG635PS67V893686,North,Seattle,2010,1
55885733,KBY0008,5UY553TA61T299249,Iowa,Natchez,1999,0
32908513,GVD9927,1RZ979VN39M997167,Rhode,Marquette,2013,1
19169130,HDR7710,1KH906PR13D618844,Mississippi,Oswego,1997,1
18449346,ZWZ9069,1XF610NU83B057214,Indiana,Beverly,2006,0
31734906,GCU5230,4FD582VG77D947359,Oregon,Columbia,2009,1
53251872,UUP9186,3HL837WA48H608446,Louisiana,Erie,2008,0
35338204,TME2002,5AK129RC80W014321,Louisiana,Colorado,2014,0
69674366,PMA3154,9UU414HD16D860360,Georgia,Palos,2015,0
38872546,HPL4154,9DG527NA38H268098,New,Tustin,1991,0
13097028,YMF3875,9AU086LJ01H988650,Oklahoma,Lexington,2006,1
47318191,HMF0013,0YB579DJ92X044583,Virginia,Rome,2009,0
27018481,XPV4893,6EX099VY72J214423,Kentucky,Effingham,2018,0
36976947,GKZ6301,2BI488NT32A203259,Virginia,Chula,1998,0
56163946,PVV3584,8HU626EO39M049768,Iowa,Starkville,1993,1
30917607,XPG7984,2SS860GJ95Y716482,New,Cedar,2006,1
40611829,PIE5450,6DO762AD53M103073,Louisiana,Fullerton,2018,1
82472414,DME1536,9PL665SX40D469695,Michigan,Jordan,2008,0
34842054,OGU6439,8YE391XB98L876565,Kansas,Temecula,2002,0
63845998,DRV6059,7MD988QU18V322354,Florida,Durham,2016,0
58727290,OKI9011,5SJ276JP39C364099,Pennsylvania,Hoover,2000,1
32799260,FWR2617,8BW892XU90H324741,Missouri,Rock,2016,1
82221001,RDN6133,3UW623CJ06Q471807,Colorado,Cerritos,2006,1
37883405,VIU5346,7WX139DC90U942907,Iowa,Virginia,2002,0
35006129,ZZL7456,2AE568KP87A155125,Michigan,Brigham,1999,1
42969538,NMN4964,7DH192UT86U391448,Tennessee,Hamilton,2005,0
57725995,QTM6079,3AA534SF68F024069,North,Augusta,2017,0
36425973,KEN4028,2DD344RR72H658689,Missouri,Warwick,1994,1
20883063,EJQ9264,6BO431YF94X055533,Washington,Nanticoke,2009,0
35455184,VAM5094,3TK850JG64Q079362,Florida,Sugar,2008,0
61145843,TTM0940,9GK235HM99O563776,New,Malden,2016,0
29174405,NCH7780,2LC445JQ44E977402,Oklahoma,Hawthorne,2002,0
64780840,QRP3234,6JT167ET77S889453,Nevada,Daly,2004,0
23946119,POM7825,5VB693DR58Y270721,Delaware,Durham,2012,0
17665110,ZPU2307,7FJ966XV69U680517,New,Liberal,2007,1
13496960,WXU5393,6XG523VI35Q461900,Massachusetts,Fairfax,2007,0
69178368,RKS9758,9MG556XX24T264167,Hawaii,Weirton,1995,0
20161157,OWY5150,5MA388MV90T176234,New,Pasadena,2010,1
61188081,XOO5556,2QI173VZ27Q086802,West,Duluth,1995,1
13211155,GCT1142,0TA662PK95Q799314,Delaware,Evanston,2001,1
35382231,IDJ5290,6AE620IZ41K072433,Idaho,West,2013,1
48025381,XBZ0654,8DP344TV30C796880,New,Laguna,1996,1
15207027,GMM2444,5ZR828KP96B363122,Indiana,Watervliet,1993,1
77178053,SXK1795,7VJ051YZ55O097936,Washington,New,2017,1
64284801,HMN3075,8OG091XB40Y731227,Colorado,Atlantic,2006,1
68027930,XXC9426,6AW559CO29Z043060,Texas,Dothan,2005,0
45297116,GYA2088,8MQ007EI27S217480,Nebraska,Fitchburg,1998,1
39758779,VSV9827,4VC818SE58Y421373,Illinois,Irvine,1990,0
33359160,UBQ1343,5QL142SA95M721561,Idaho,Gary,2014,1
76816914,JZZ1861,5RX274IF87Y809180,Pennsylvania,Bay,1993,1
29737920,QBX1161,8HY673BL60P085516,Arizona,Minot,2003,0
57114873,KVK2787,2HJ715DX00F610141,Florida,Austin,2010,0
43402973,OCJ5434,2QC203IS87X410807,Kansas,Lake,2018,1
84046998,GTJ7815,5RD181CX81P754257,New,Kankakee,1992,1
76396883,JZH1232,7WJ800AI61P749791,North,New,2004,0
67664506,ORQ3260,0VM737FY92M796839,Michigan,New,2000,1
31448827,YEE5516,4VL776XS00F967106,New,Augusta,2011,1
15299176,ABY9745,9IL153RG21J908465,South,Cedarburg,2018,1
50262975,XGH8495,3IQ924MW33H804703,Illinois,Avalon,2010,1
51175445,TAT6314,9CY880XW50C135655,Alaska,Kenner,2006,0
79565427,OYW3116,7PV031CK22Z174518,Tennessee,DuBois,1999,1
75853231,NJD9844,9EO120KN11R344526,Nebraska,Merizo,2000,1
61727613,LTR2504,5GJ139WL40L643401,Utah,Columbus,2010,1
15069883,BFS8821,6LR884WD90T449926,Minnesota,Chandler,2006,0
16095051,GPQ5854,9DJ840UY28R109257,South,Shawnee,2003,1
53135225,HEX5914,5KY532ZZ36K399908,Missouri,Carson,2000,1
71438840,PZR5075,3LE253UZ38P548307,Utah,Odessa,2009,0
45312448,YFP0807,5MI164PE49F830961,Utah,Mankato,2008,0
60532788,LUA0551,8LX145CU46R653838,New,Opelousas,1998,0
66739181,RQO6234,4BR918HW45K702035,Missouri,Pass,2018,1
63225202,KHZ6807,1QI313BL86L953206,Arizona,Thomasville,1991,1
81400454,ONF8873,4JH724YV15F875680,Arizona,Lynwood,2014,0
39091666,GLA8974,5PM480BB18X695660,Michigan,Daly,1998,1
49311460,IDU1581,6OS173GE74V221414,Kentucky,Flint,2001,0
35019657,YVD3214,5JU325OP11D205679,Nevada,Mason,1992,0
56546479,LHF2117,9JT334RK88P810302,South,Louisville,2012,1
69175419,JOT7134,2WU415GE91X535461,New,Caguas,1992,1
51199927,BNW1901,7MB437DE94H686371,New,Stockton,2016,1
58095794,KYE9560,2OK886TG94A525229,Connecticut,Batavia,2002,0
67861974,TJR3040,4NF233JY19R571923,Pennsylvania,North,2017,1
48979160,DSM2501,7MU110KE10H419958,Maine,Hot,1991,1
41227186,GAJ7274,8ZF447GN37T009286,Michigan,Kalamazoo,1992,1
82137536,JRW9327,7QB255PW69C793969,Minnesota,Waco,2009,0
61693539,UHB7515,9RX774GY41V324263,Hawaii,Gold,2009,0
12421896,REA9115,3WT978IE72J404188,Idaho,Chino,2005,0
20212889,RQD6789,2JL502BA19L006651,Illinois,Barre,1996,0
17338088,FTY4449,6TY561HQ60W010613,Oregon,Chino,2016,1
39203902,KDS6569,4IL164CQ06S857980,New,Minot,2018,0
25302897,SBA4906,3LD311RE02U334963,South,Fulton,2010,1
77728375,TSF7842,4SR421YL42D134257,Kansas,New,2014,0
53151506,JMR6626,5GK750IE60M328427,Nebraska,Lubbock,1996,1
18531579,NPA0800,8GX081GW16C796835,Ohio,South,2004,1
72745306,WVX8752,2SC686PP53S247397,Colorado,Topeka,2011,1
21273807,FWD5606,3UV766PI18X316349,Michigan,Dalton,1990,1
38047535,UED5207,0UZ093EG16Z834041,Louisiana,Arvada,2003,1
56255924,QMD8429,0JS963YQ32V043391,Tennessee,Westfield,1995,0
62070252,GVU4038,7FO616RX60V582948,South,Albany,1999,0
62562081,DIE0291,3AK814CN89G129997,Utah,Port.,2002,1
46346812,LWK9693,7IQ567LM75X250387,Oregon,Nampa,1992,1
67845582,UAB9429,6SO429BR73K219979,Pennsylvania,West,2014,0
75856367,XUF2817,2TD852KS65E307475,Oklahoma,Marshall,1993,1
52079149,PYW0652,0YJ834VF64S678954,Massachusetts,Moreno,1994,1
71343880,ONG6071,4BM474NJ95U416710,District,Perth,2009,0
45190463,XOT4984,0HD922GC93J776728,Delaware,New,2017,0
54094628,QMV3546,4BW786JX66W317045,Florida,San,1992,0
78135640,TON0490,8MJ729QW73R364084,Virginia,Walnut,2003,0
48610484,LFK7608,0DK963RQ88J653331,Indiana,Edmond,1998,1
53625952,AGO1263,7YP935DT24Q672986,Wyoming,Sierra,2010,0
40433799,UEX4284,0OP236WP10E358853,Nevada,Dixon,2014,1
84173691,WKF1605,4VP055OZ30L940484,Oregon,Elsmere,2000,1
81725632,VMC6577,0GN103SC52B065640,New,Santa,2011,1
69746494,HQQ8557,3GK938UI07C931280,New,Tyler,2005,0
24715788,OUU1751,4AH731CV84I727916,Arizona,Elko,1994,0
13945448,KOV6512,2JY168JO04S724359,Oklahoma,Dearborn,1992,1
39690668,UHE4360,1PT342SB06S440017,Utah,Mechanicville,2016,1
23361127,JPK4036,4VP671MQ71Z541693,New,Altoona,2015,1
33866403,YFD3934,0XJ559DH93X650720,Tennessee,Flint,2018,1
71034837,RIV1664,0RE004GE82E168247,Kansas,Moline,1995,0
53964330,QDI5358,6HN124HZ74I158214,New,Torrington,2003,0
16520869,DXH8962,3XB834JU75S837764,Delaware,East,2006,0
84269738,HMD2241,6XJ147ZJ63Y134916,Iowa,Waltham,2009,1
40742466,ZOU6764,8ZR332DZ91O382832,Colorado,Pico,1993,1
32760387,PEF1943,6LW141DA96S351302,Virginia,West,2011,1
67692621,KYG0202,3OI438QO21J802095,Minnesota,Lakeland,1998,1
85885386,SIL1107,2FL536CF52O883448,Kansas,Rockford,2010,1
59665123,FQX5262,5AF024EP16M863210,Oregon,Woodward,2010,1
21999304,SSC9809,1VI350NL22O461830,Oregon,Fairmont,2006,1
70271004,MWI3927,1MJ586LE79Z400928,Montana,Kettering,2015,0
66150325,MGQ7290,6FH601HJ13N363784,Pennsylvania,Norman,2003,1
32754848,RKV3034,1LE597YJ88Z222135,New,Saint,1996,0
60150500,LEQ4555,4PS174JN69Q423985,Texas,Rolling,2011,0
58112467,XEA0118,7WW315QA63E278308,Texas,New,2006,1
19792342,AGG3405,3XZ669RA88H233362,New,Bell,2012,1
59495521,HXT6617,4WJ620FR79Z679561,Oklahoma,Waterbury,2018,0
33108607,LYN2472,8XX116GH49I380262,Oregon,Lawndale,1998,1
57062862,AQO0351,5TE963JA49Z249402,Kentucky,Anaheim,2018,1
60531276,NSQ7564,8NO879TM24W676335,Michigan,Buena,2018,1
46654508,SPH7762,5IK619JT50W329195,Missouri,Saint,2011,0
13537350,VIA5812,0PP713PL90U587921,Kansas,Liberal,2003,1
58460850,WTG1408,5FY431LD24Q394796,Montana,East,2013,1
70278788,KIR1658,9TJ114WK69Z857083,Mississippi,Batavia,2000,0
32676558,LUU6681,8KS069OH86G176098,Mississippi,Yazoo,2006,0
21525247,NCX8157,6UF068NF13S551489,Michigan,Centennial,2018,1
75393369,JAO4111,7GH538RV65W614794,Missouri,Fort,2006,1
43556715,SLZ5971,9VR495RS50R154500,Wisconsin,Lakewood,2013,1
47379020,FRJ7194,3XH960MB18V789143,Ohio,Cedarburg,1993,0
35946225,ICZ8936,8ZA133GR38Y004081,Minnesota,Meadville,1992,1
75529568,ZPD7221,0UJ732SX09M440311,North,La,2001,0
66926269,XZQ7247,7WB400AR92Z302816,Maine,St.,2007,0
29930101,QQP6056,6LW266GW01V506749,Florida,Isle,2011,1
71994069,XAC5469,5UB349CO90J402570,Connecticut,Burbank,1992,0
40320477,HAL8737,7HH509KI60R930376,Maine,Gloversville,2006,1
39666987,JEK6702,1LP190RW13N105934,Nebraska,Calabasas,2007,0
12926538,IGW2682,9RM161HE44Q861307,Kansas,Redondo,1997,1
25684158,CZE0001,0QH209NK86A432985,Alaska,Belpre,1995,1
36711540,PYI5961,8JV217TQ69H413645,Arizona,Sedalia,2010,0
44618867,ONA7472,6MN629TP34V243986,South,Milford,2009,1
23663535,AUI1856,5BL474ZM33K387224,Colorado,Nichols,1995,0
72580747,SXB3595,6JI123VC96C612583,Missouri,South,2009,0
74958199,BEK8816,1HF639OM83Y474477,Indiana,East,1990,1
37274853,HWW2093,3XO442PN61R590423,Virginia,Martinsburg,2003,1
43383879,IPJ2515,8WK873EH01N435975,Kansas,Norfolk,2015,1
84619047,HYD7071,7MX669HI53C487502,District,Pullman,1990,0
83528723,NWX8248,3CA100JD62M830944,West,Suffolk,2004,0
57628368,VUL7222,6BS810ID00X691883,Louisiana,East,2001,0
48269565,EUK8736,2AC757VZ33R996626,Nevada,Plantation,2011,0
52731441,CTR8614,0NF361WI52R522548,Alaska,Livonia,2018,1
34566634,KCU5042,8VS425KN11W988110,Nebraska,Greenfield,1995,1
36942688,OCR3827,1QU545AB53D280519,Connecticut,Williston,2018,1
45989537,MNH3382,2GB524RD36I984067,Texas,Claremore,2001,1
49838587,NOZ2899,7CB316CD30C974629,Kentucky,Stockton,1996,1
50010995,AXR3235,6XS103QO03O287716,Texas,Jeffersontown,1997,0
33454132,XFF3982,0XN059NY32H740868,Iowa,Lubbock,1994,1
43268430,JFP8918,1JE234ZR65N986750,Pennsylvania,New,2017,0
49798380,ILP3957,6EU938BB68X075227,Hawaii,Ruston,2007,1
64521848,HLZ1883,6SX689EN97B195483,Tennessee,La,2000,0
53064547,ZKJ4695,8AI558UX31L290088,Idaho,Clemson,2016,1
26329608,XQC7157,5MJ382SB08P020595,Kentucky,Gatlinburg,2001,1
38948644,SUY4589,4QN631KZ83B474342,New,Kent,1997,0
78553494,AFC2441,5LP274MJ14O919083,Montana,Sherrill,1998,1
26439606,OUI9443,1VT355MX44L679853,Wisconsin,Binghamton,2015,1
42357033,EYD5341,2FU508TN97B598908,Maine,Miami,2012,1
41989082,BWM3573,5LB536WA55L012594,Louisiana,Sandy,1994,0
34100762,WUV6731,0MU544TZ30A704805,Arizona,Columbus,2005,0
13311370,CNN3098,1HG263AM95E742666,South,Alameda,2008,0
75424972,DDM6966,9FZ279SU79P401032,Illinois,Layton,2010,0
78583908,SBP5943,0YA384KO79A992350,Idaho,Kearns,2013,0
43991539,EAJ2504,7SK079BF50R173746,Oregon,North,1994,1
73020728,ISZ4805,1JY440AY56D125449,Ohio,Blythe,2005,0
66864447,YKF8553,3FV511BN20V425673,New,Grand,2009,1
73114546,DAL0458,1OP258ZV45L846523,South,Olean,2008,0
53279259,HTZ0291,6PG722EL87C708737,Virginia,Sioux,2007,1
74765889,ESJ6688,5SM288GS67H680980,Pennsylvania,Ardmore,2009,0
54205535,PBD0388,0RL066LP69H792848,Indiana,Keene,2007,1
17246042,TVZ0916,7AZ990EZ93L438843,Wyoming,Lawrence,1995,1
32368771,UWK2751,9FX509GE13I470174,Wisconsin,Ogdensburg,2004,0
79721416,BZE2654,9SG368UR97Q857848,Pennsylvania,Provo,2001,1
61668184,NEG7232,8DG905JM51I649077,Rhode,San,2008,1
27006798,BJP4794,0BZ517KZ64Z298682,California,Pine,1992,1
53630489,WCJ2980,6QR536YT18V512048,Nevada,Rialto,2010,1
75982407,GBG2186,1XJ067FK47V357675,New,Merced,2006,1
26168820,OHL3912,7OM925IJ38V597213,Rhode,Eatontown,2011,1
74939745,YZI0423,5GL671LA60G090888,New,Parker,2015,1
34819944,QCH8987,5SQ909PE44D343097,Hawaii,Fort,2012,0
14284445,GSG7228,1FZ802HW47U723397,Kansas,Livonia,2010,0
81947681,WFL4210,4SK260QY05L253439,Oklahoma,Woodward,1998,0
44655994,CDJ6449,0FF065KR25F588659,Arkansas,Broken,2005,1
24561819,BQP4977,6BE040NW60S824089,Oklahoma,Coatesville,2004,0
83920018,FHS8782,7QK722VI73I709637,District,Webster,2018,1
12969122,WGP0584,5CV452KR47C597454,Nevada,Monongahela,2011,1
39056683,CNO0865,6EY283YY95G722801,New,Georgetown,2018,1
29551827,HHE7313,9ZL736PV59B912256,Nevada,La,2006,0
